game_id,team1_id,tore_heim,tore_aus,team2_id,liga,datetime,tor_diff,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
15855,44,5,0,54,bundesliga,2015-08-14,5,809.0,2411.0,4906.0,593.0,5173.0,3477.0,2608.0,1114.0,4030.0,784.0,4075.0,1735.0,930.0,4210.0,1174.0,2702.0,3204.0,2950.0,1558.0,1650.0,1035.0,313.0
15856,36,2,1,37,bundesliga,2015-08-15,1,2497.0,3315.0,2743.0,2817.0,1133.0,61.0,412.0,2625.0,3098.0,3458.0,5518.0,3088.0,5214.0,4507.0,3794.0,670.0,470.0,5125.0,2648.0,740.0,3207.0,822.0
15857,1,0,1,40,bundesliga,2015-08-15,-1,730.0,3844.0,1273.0,2365.0,4234.0,4217.0,1774.0,1103.0,3039.0,2262.0,76.0,4546.0,1640.0,3580.0,1032.0,4025.0,4199.0,343.0,1717.0,1388.0,3193.0,5145.0
15858,28,0,3,35,bundesliga,2015-08-15,-3,974.0,1422.0,1327.0,3063.0,614.0,4000.0,4635.0,3913.0,17.0,2024.0,3572.0,3176.0,5061.0,33.0,2474.0,408.0,652.0,1629.0,5137.0,3383.0,140.0,331.0
15859,55,0,1,46,bundesliga,2015-08-15,-1,1347.0,1022.0,855.0,3911.0,3488.0,743.0,3551.0,2113.0,4341.0,2096.0,1037.0,1068.0,3403.0,3854.0,5115.0,755.0,339.0,1212.0,2414.0,874.0,3730.0,2209.0
15860,43,2,2,5,bundesliga,2015-08-15,0,2727.0,2462.0,1716.0,2601.0,1364.0,1077.0,3055.0,918.0,3822.0,2940.0,4641.0,2377.0,36.0,2136.0,4382.0,2586.0,1296.0,5526.0,1974.0,3999.0,2684.0,4756.0
15861,10,4,0,53,bundesliga,2015-08-15,4,3544.0,1723.0,1619.0,3874.0,2750.0,4082.0,2086.0,60.0,3920.0,536.0,1905.0,3884.0,2059.0,384.0,5340.0,4748.0,827.0,4184.0,4176.0,4567.0,4922.0,1791.0
15862,41,2,1,39,bundesliga,2015-08-16,1,638.0,1898.0,2868.0,1976.0,5152.0,5525.0,1780.0,4500.0,3273.0,63.0,4236.0,1747.0,2996.0,964.0,3944.0,3402.0,4564.0,2070.0,358.0,958.0,1221.0,651.0
15863,2,1,3,49,bundesliga,2015-08-16,-2,1943.0,4656.0,3845.0,2503.0,3871.0,3270.0,5103.0,3635.0,4438.0,1004.0,1606.0,4362.0,495.0,4901.0,600.0,2662.0,603.0,286.0,2256.0,224.0,3985.0,4886.0
15864,40,1,1,28,bundesliga,2015-08-21,0,4546.0,1640.0,3580.0,1032.0,4025.0,248.0,4199.0,343.0,1717.0,1388.0,3193.0,974.0,1422.0,1327.0,3063.0,614.0,4000.0,750.0,4635.0,3704.0,2024.0,3572.0
15865,35,1,1,43,bundesliga,2015-08-22,0,3176.0,5061.0,1918.0,33.0,147.0,652.0,1629.0,5433.0,3383.0,140.0,331.0,2727.0,2462.0,1716.0,2601.0,1364.0,2801.0,1077.0,3055.0,3822.0,714.0,4641.0
15866,39,1,1,1,bundesliga,2015-08-22,0,1747.0,2996.0,964.0,3944.0,3402.0,4784.0,4564.0,358.0,958.0,1221.0,651.0,730.0,3844.0,1273.0,1576.0,2365.0,4234.0,4217.0,1774.0,3039.0,2262.0,2213.0
15867,49,1,1,41,bundesliga,2015-08-22,0,4362.0,495.0,4901.0,600.0,2662.0,4074.0,603.0,224.0,3985.0,4886.0,5438.0,638.0,1898.0,2868.0,1976.0,5525.0,5012.0,4437.0,4500.0,3273.0,63.0,4236.0
15868,5,0,1,36,bundesliga,2015-08-22,-1,2377.0,87.0,4382.0,2586.0,3865.0,1296.0,5526.0,1974.0,4756.0,137.0,3999.0,2497.0,3315.0,2629.0,2817.0,1133.0,412.0,5314.0,2625.0,3098.0,1155.0,5518.0
15869,37,1,2,44,bundesliga,2015-08-22,-1,3088.0,5214.0,4507.0,3794.0,670.0,470.0,5125.0,2648.0,740.0,3207.0,822.0,809.0,2411.0,4906.0,593.0,5173.0,1961.0,3477.0,2608.0,1114.0,4030.0,784.0
15870,54,3,2,2,bundesliga,2015-08-22,1,1735.0,930.0,4210.0,1174.0,2702.0,3204.0,2950.0,1558.0,1650.0,1035.0,313.0,1943.0,4656.0,3845.0,2503.0,3871.0,3270.0,5103.0,3635.0,4438.0,1004.0,1606.0
15871,46,0,4,10,bundesliga,2015-08-23,-4,1029.0,3403.0,3854.0,5115.0,339.0,1212.0,2414.0,874.0,3730.0,2209.0,790.0,3544.0,4737.0,1723.0,2750.0,5400.0,4082.0,2086.0,60.0,3920.0,536.0,1905.0
15872,53,1,2,55,bundesliga,2015-08-23,-1,3884.0,384.0,503.0,5340.0,1211.0,827.0,355.0,4176.0,4567.0,4922.0,1791.0,1347.0,1022.0,3911.0,3488.0,4807.0,743.0,3551.0,2113.0,4341.0,1775.0,1037.0
15873,41,3,0,35,bundesliga,2015-08-28,3,638.0,1898.0,2868.0,1976.0,4583.0,1780.0,5012.0,1852.0,3273.0,63.0,4236.0,3176.0,5061.0,2502.0,33.0,147.0,408.0,652.0,1629.0,2471.0,3383.0,331.0
15874,2,1,4,39,bundesliga,2015-08-29,-3,1943.0,4656.0,3845.0,2503.0,1945.0,3270.0,2439.0,3635.0,4438.0,1004.0,1606.0,1747.0,5378.0,964.0,3944.0,3402.0,4564.0,358.0,5439.0,958.0,1221.0,651.0
15875,1,0,1,46,bundesliga,2015-08-29,-1,730.0,3844.0,1273.0,561.0,2365.0,4234.0,4217.0,3039.0,2262.0,76.0,2213.0,1068.0,3854.0,5115.0,755.0,4069.0,339.0,1212.0,2414.0,874.0,3730.0,2209.0
15876,49,2,1,54,bundesliga,2015-08-29,1,4362.0,495.0,4901.0,600.0,2662.0,4074.0,603.0,224.0,3985.0,4886.0,5438.0,1735.0,930.0,1174.0,2702.0,1802.0,3204.0,2950.0,1558.0,1650.0,1035.0,313.0
15877,55,3,0,5,bundesliga,2015-08-29,3,1347.0,2690.0,1022.0,855.0,3488.0,743.0,3551.0,2113.0,4341.0,1775.0,1037.0,2377.0,87.0,4382.0,2586.0,3865.0,5526.0,1974.0,4756.0,5132.0,137.0,2684.0
15878,43,0,0,37,bundesliga,2015-08-29,0,2727.0,2462.0,1716.0,2601.0,1364.0,2801.0,1077.0,3055.0,3822.0,2940.0,4641.0,3088.0,5214.0,4507.0,3794.0,670.0,470.0,2648.0,740.0,3207.0,4732.0,822.0
15879,44,3,0,36,bundesliga,2015-08-29,3,809.0,2411.0,1707.0,370.0,5173.0,3477.0,2608.0,1114.0,4030.0,784.0,4075.0,2497.0,3315.0,2743.0,2817.0,1133.0,61.0,412.0,2625.0,3098.0,1155.0,5518.0
15880,10,3,1,40,bundesliga,2015-08-30,2,3544.0,4737.0,1723.0,1619.0,2750.0,4082.0,2086.0,60.0,3920.0,536.0,1905.0,4546.0,4762.0,1640.0,3580.0,1032.0,43.0,4025.0,248.0,1717.0,1388.0,3193.0
15881,28,2,1,53,bundesliga,2015-08-30,1,974.0,2569.0,1422.0,1327.0,3063.0,614.0,4000.0,4635.0,3704.0,2024.0,3572.0,3884.0,330.0,384.0,3380.0,5340.0,1211.0,827.0,355.0,4176.0,4567.0,1791.0
15882,53,0,3,54,bundesliga,2015-09-11,-3,3884.0,330.0,384.0,503.0,3380.0,4595.0,5340.0,2555.0,355.0,4176.0,4567.0,4525.0,930.0,4210.0,2702.0,2950.0,1558.0,4437.0,1650.0,1501.0,1036.0,565.0
15883,44,2,1,1,bundesliga,2015-09-12,1,809.0,2411.0,593.0,1002.0,370.0,5173.0,3477.0,2608.0,4030.0,784.0,4075.0,730.0,3844.0,561.0,2365.0,4217.0,1774.0,1103.0,3039.0,2469.0,2262.0,76.0
15884,36,0,1,43,bundesliga,2015-09-12,-1,2497.0,3315.0,2743.0,2817.0,1133.0,61.0,412.0,5314.0,2625.0,3098.0,5518.0,2727.0,2462.0,1716.0,2601.0,1364.0,2801.0,1077.0,3055.0,3822.0,4781.0,4641.0
15885,5,2,4,10,bundesliga,2015-09-12,-2,2377.0,1965.0,1378.0,497.0,87.0,4382.0,2586.0,3865.0,4694.0,5526.0,2668.0,3544.0,4737.0,1723.0,1619.0,2750.0,4082.0,2086.0,60.0,3920.0,536.0,4837.0
15886,40,2,1,2,bundesliga,2015-09-12,1,4546.0,1640.0,1032.0,1615.0,4025.0,248.0,343.0,1717.0,1388.0,3193.0,5145.0,2596.0,3845.0,2503.0,3871.0,2350.0,3270.0,2439.0,3635.0,4438.0,1004.0,1606.0
15887,46,0,0,41,bundesliga,2015-09-12,0,1068.0,3854.0,5115.0,755.0,4069.0,339.0,1212.0,2414.0,874.0,3730.0,2209.0,712.0,4909.0,2868.0,1976.0,4583.0,652.0,1780.0,5012.0,4192.0,1852.0,63.0
15888,39,6,2,49,bundesliga,2015-09-12,4,1747.0,2996.0,3199.0,964.0,3944.0,4564.0,358.0,5439.0,1221.0,1991.0,651.0,4362.0,495.0,4901.0,600.0,2662.0,4074.0,603.0,224.0,3985.0,4886.0,5438.0
15889,37,1,3,28,bundesliga,2015-09-13,-2,3088.0,5214.0,4507.0,3794.0,670.0,470.0,2648.0,740.0,3207.0,4732.0,822.0,974.0,2569.0,1422.0,1327.0,3063.0,614.0,4635.0,2417.0,3704.0,2024.0,3572.0
15890,35,2,1,55,bundesliga,2015-09-13,1,3176.0,5061.0,1918.0,33.0,147.0,1629.0,5137.0,3783.0,3383.0,140.0,331.0,1347.0,2690.0,1022.0,855.0,3911.0,3488.0,743.0,3551.0,1160.0,4341.0,1775.0
15891,55,3,1,37,bundesliga,2015-09-18,2,1347.0,1022.0,855.0,3911.0,3488.0,743.0,3551.0,5176.0,4341.0,1418.0,1775.0,3088.0,5214.0,4507.0,3794.0,670.0,470.0,739.0,5125.0,2648.0,1494.0,822.0
15892,41,2,0,40,bundesliga,2015-09-19,2,712.0,4909.0,2868.0,1781.0,4583.0,652.0,1780.0,4192.0,1852.0,4590.0,4236.0,4546.0,1640.0,1032.0,1615.0,3086.0,4025.0,248.0,1717.0,1388.0,3193.0,309.0
15893,54,0,0,39,bundesliga,2015-09-19,0,4525.0,930.0,4210.0,2702.0,3204.0,1558.0,4437.0,1650.0,1501.0,1036.0,565.0,1747.0,2996.0,3199.0,964.0,3944.0,4564.0,358.0,5439.0,1221.0,1991.0,651.0
15894,28,0,1,46,bundesliga,2015-09-19,-1,974.0,2569.0,1422.0,1327.0,3063.0,614.0,4000.0,17.0,3704.0,2024.0,3572.0,1068.0,3854.0,5115.0,755.0,4069.0,339.0,1212.0,2414.0,874.0,2209.0,4068.0
15895,49,1,0,53,bundesliga,2015-09-19,1,4362.0,495.0,4901.0,600.0,2662.0,4074.0,603.0,224.0,3985.0,4886.0,1995.0,3884.0,330.0,2059.0,384.0,5340.0,4533.0,827.0,4184.0,355.0,4176.0,4922.0
15896,43,0,3,44,bundesliga,2015-09-19,-3,2727.0,2462.0,1716.0,2601.0,1364.0,2801.0,1077.0,3055.0,2786.0,3822.0,4641.0,809.0,2411.0,1707.0,593.0,591.0,1002.0,1961.0,1465.0,4030.0,1067.0,784.0
15897,2,0,1,35,bundesliga,2015-09-20,-1,1943.0,4656.0,2503.0,3871.0,2350.0,3270.0,2439.0,4438.0,1606.0,3174.0,3161.0,3176.0,5061.0,1918.0,33.0,147.0,1629.0,5137.0,3783.0,2471.0,140.0,331.0
15898,10,3,0,36,bundesliga,2015-09-20,3,3544.0,4737.0,1723.0,1619.0,2750.0,4082.0,2086.0,60.0,3920.0,536.0,4837.0,2497.0,179.0,2743.0,2817.0,1133.0,61.0,4604.0,2625.0,3339.0,3098.0,5518.0
15899,1,2,0,5,bundesliga,2015-09-20,2,730.0,3844.0,1273.0,1576.0,2365.0,4234.0,1774.0,3039.0,2469.0,2262.0,3132.0,2377.0,36.0,1965.0,87.0,4382.0,2586.0,3865.0,4694.0,5526.0,4756.0,2668.0
15900,44,5,1,41,bundesliga,2015-09-22,4,809.0,2411.0,1707.0,593.0,370.0,5173.0,1961.0,3477.0,2608.0,4030.0,784.0,712.0,4909.0,2868.0,1976.0,4583.0,652.0,1780.0,5012.0,1852.0,63.0,4236.0
15901,40,2,0,49,bundesliga,2015-09-22,2,3982.0,1032.0,88.0,1615.0,4025.0,248.0,343.0,1717.0,1388.0,3193.0,309.0,4362.0,495.0,4901.0,600.0,2662.0,4074.0,603.0,224.0,3985.0,4886.0,1995.0
15902,46,0,1,54,bundesliga,2015-09-22,-1,1068.0,3854.0,5115.0,755.0,4069.0,339.0,1212.0,2414.0,874.0,2209.0,4068.0,4525.0,930.0,4210.0,2702.0,3204.0,1558.0,4437.0,1650.0,1501.0,1036.0,565.0
15903,43,2,1,28,bundesliga,2015-09-22,1,2727.0,2462.0,1716.0,2601.0,1364.0,2801.0,1077.0,3055.0,3822.0,4781.0,5220.0,618.0,2569.0,1327.0,3063.0,4419.0,614.0,17.0,3704.0,2024.0,3572.0,89.0
15904,35,2,0,39,bundesliga,2015-09-23,2,3176.0,2502.0,33.0,147.0,408.0,1629.0,5137.0,5433.0,3783.0,3383.0,331.0,1747.0,3199.0,964.0,3944.0,3402.0,4564.0,358.0,5439.0,1221.0,1991.0,651.0
15905,36,1,0,55,bundesliga,2015-09-23,1,2497.0,179.0,2629.0,2817.0,1133.0,61.0,412.0,4604.0,2625.0,3339.0,5518.0,1347.0,1022.0,855.0,3911.0,3488.0,743.0,3551.0,5176.0,4341.0,1418.0,1775.0
15906,53,4,2,1,bundesliga,2015-09-23,2,3884.0,2059.0,2064.0,503.0,5340.0,4533.0,1211.0,4748.0,827.0,4176.0,4567.0,730.0,3844.0,1273.0,1576.0,2365.0,4217.0,1774.0,1824.0,3039.0,2469.0,3132.0
15907,5,1,3,2,bundesliga,2015-09-23,-2,2377.0,36.0,1965.0,87.0,4382.0,2586.0,3865.0,1296.0,4694.0,4756.0,2668.0,1943.0,4656.0,2503.0,3871.0,2350.0,3270.0,2439.0,3635.0,4438.0,1606.0,3174.0
15908,37,1,1,10,bundesliga,2015-09-23,0,3088.0,4070.0,4507.0,670.0,2661.0,470.0,739.0,5125.0,2648.0,1494.0,822.0,3544.0,4737.0,1723.0,1619.0,2750.0,2091.0,2086.0,3920.0,536.0,1905.0,4837.0
15909,49,1,1,46,bundesliga,2015-09-25,0,4362.0,495.0,4901.0,2662.0,603.0,224.0,3985.0,4886.0,1995.0,5438.0,286.0,1068.0,3854.0,5115.0,755.0,4069.0,339.0,1212.0,2414.0,874.0,2209.0,4068.0
15910,41,1,1,5,bundesliga,2015-09-26,0,712.0,4909.0,2868.0,1976.0,4583.0,652.0,1780.0,4192.0,1852.0,63.0,4236.0,2377.0,36.0,1965.0,4382.0,2586.0,3865.0,1296.0,4694.0,1974.0,4756.0,2668.0
15911,2,1,3,53,bundesliga,2015-09-26,-2,1943.0,4656.0,2503.0,3871.0,2350.0,3270.0,2439.0,3635.0,4438.0,1606.0,3174.0,3884.0,2059.0,503.0,3380.0,5340.0,4533.0,1211.0,4748.0,827.0,4176.0,4567.0
15912,1,1,3,37,bundesliga,2015-09-26,-2,730.0,3844.0,1273.0,1576.0,2365.0,4234.0,4217.0,1774.0,3039.0,2469.0,76.0,3088.0,4070.0,4507.0,670.0,2661.0,470.0,739.0,5125.0,2648.0,1494.0,822.0
15913,28,0,3,36,bundesliga,2015-09-26,-3,974.0,2569.0,1327.0,3063.0,614.0,4635.0,2417.0,3913.0,3044.0,2024.0,3572.0,2497.0,179.0,2743.0,2817.0,61.0,412.0,5314.0,3098.0,1155.0,2971.0,5518.0
15914,55,0,3,44,bundesliga,2015-09-26,-3,1347.0,1022.0,855.0,3911.0,3488.0,743.0,3551.0,5176.0,1160.0,4341.0,1775.0,809.0,2411.0,2771.0,1002.0,370.0,5173.0,3477.0,2608.0,1067.0,784.0,4075.0
15915,54,0,1,35,bundesliga,2015-09-26,-1,4525.0,930.0,4210.0,2702.0,3204.0,4122.0,2950.0,1558.0,4437.0,1035.0,565.0,3176.0,5061.0,1918.0,33.0,147.0,1629.0,5137.0,5433.0,3783.0,3383.0,140.0
15916,39,1,1,40,bundesliga,2015-09-27,0,1747.0,2996.0,3199.0,964.0,3944.0,4564.0,358.0,5439.0,958.0,1991.0,2656.0,3982.0,1032.0,88.0,1615.0,3086.0,4025.0,248.0,343.0,1717.0,1388.0,309.0
15917,10,2,2,43,bundesliga,2015-09-27,0,3544.0,4737.0,1723.0,1619.0,2750.0,4082.0,2086.0,60.0,3920.0,536.0,1905.0,2727.0,2462.0,3910.0,2601.0,1364.0,2801.0,1077.0,3055.0,3822.0,4781.0,5220.0
15918,43,2,3,55,bundesliga,2015-10-02,-1,2727.0,2462.0,3910.0,2601.0,1364.0,2801.0,1077.0,3055.0,3822.0,4781.0,5220.0,1347.0,1022.0,3911.0,3488.0,2645.0,743.0,5176.0,1160.0,4341.0,1775.0,1037.0
15919,53,2,0,41,bundesliga,2015-10-03,2,5529.0,2059.0,2064.0,503.0,5340.0,4533.0,4748.0,827.0,4176.0,4567.0,4922.0,712.0,1898.0,2868.0,1976.0,1781.0,5534.0,5152.0,4583.0,1780.0,4192.0,4236.0
15920,5,1,0,28,bundesliga,2015-10-03,1,2377.0,36.0,1965.0,4382.0,2586.0,3865.0,1296.0,4694.0,1974.0,4756.0,2668.0,974.0,618.0,2569.0,1422.0,1327.0,614.0,916.0,4635.0,17.0,2024.0,3572.0
15921,40,3,0,54,bundesliga,2015-10-03,3,3982.0,1032.0,88.0,1615.0,3086.0,4025.0,248.0,343.0,1717.0,1388.0,309.0,4525.0,930.0,4210.0,2702.0,3204.0,4122.0,2950.0,1558.0,4437.0,1036.0,565.0
15922,37,2,2,2,bundesliga,2015-10-03,0,3088.0,4070.0,4507.0,670.0,2661.0,470.0,739.0,5125.0,2648.0,1494.0,822.0,1943.0,4656.0,2503.0,3871.0,2350.0,5103.0,2439.0,3635.0,1004.0,3174.0,3161.0
15923,46,2,0,39,bundesliga,2015-10-03,2,1068.0,3854.0,5115.0,755.0,4069.0,339.0,3748.0,1212.0,2414.0,3730.0,2209.0,1747.0,3199.0,964.0,3944.0,3402.0,4564.0,358.0,5439.0,958.0,1221.0,1991.0
15924,35,0,3,49,bundesliga,2015-10-04,-3,3176.0,5061.0,1918.0,33.0,147.0,1629.0,5137.0,3783.0,2471.0,140.0,331.0,4362.0,495.0,4901.0,600.0,2662.0,603.0,286.0,224.0,3985.0,4886.0,1995.0
15925,44,5,1,10,bundesliga,2015-10-04,4,809.0,2411.0,593.0,2771.0,370.0,5173.0,1961.0,3477.0,2608.0,784.0,4075.0,3544.0,4598.0,1723.0,1619.0,3874.0,2091.0,4082.0,2086.0,60.0,3920.0,536.0
15926,36,1,1,1,bundesliga,2015-10-04,0,2497.0,179.0,2743.0,2817.0,1133.0,61.0,412.0,4604.0,2625.0,3339.0,5518.0,730.0,5322.0,1273.0,1576.0,2365.0,4234.0,4217.0,1774.0,3039.0,2469.0,76.0
15927,55,0,2,10,bundesliga,2015-10-16,-2,1347.0,1022.0,855.0,3911.0,3488.0,743.0,5176.0,1160.0,4341.0,1775.0,1037.0,3544.0,4737.0,1723.0,1619.0,4807.0,4082.0,2086.0,60.0,3920.0,536.0,1905.0
15928,35,2,1,40,bundesliga,2015-10-17,1,3176.0,5061.0,2409.0,33.0,408.0,1629.0,5137.0,3783.0,2471.0,3383.0,140.0,3982.0,1640.0,1032.0,1615.0,3086.0,4025.0,248.0,343.0,1717.0,1388.0,309.0
15929,41,4,2,37,bundesliga,2015-10-17,2,712.0,4909.0,2868.0,1976.0,4583.0,652.0,1780.0,5012.0,1852.0,63.0,4236.0,3088.0,4070.0,4507.0,670.0,2661.0,470.0,739.0,5125.0,3301.0,1494.0,822.0
15930,54,0,0,36,bundesliga,2015-10-17,0,1735.0,930.0,4210.0,2702.0,3204.0,2950.0,1558.0,4437.0,1650.0,1036.0,565.0,2497.0,179.0,2743.0,2817.0,3071.0,61.0,5314.0,3339.0,3098.0,2971.0,5518.0
